UPDATE_TYPE,INITIAL_POSTING_DATE,PACKAGE_NDC,GENERIC_NAME,CONTACT_INFO,AVAILABILITY,RELATED_INFO,UPDATE_DATE,THERAPEUTIC_CATEGORY,DOSAGE_FORM,PRESENTATION,COMPANY_NAME,SHORTAGE_REASON,STATUS,OPENFDA_APPLICATION_NUMBER,OPENFDA_BRAND_NAME,OPENFDA_GENERIC_NAME,OPENFDA_MANUFACTURER_NAME,OPENFDA_PRODUCT_NDC,OPENFDA_PRODUCT_TYPE,OPENFDA_ROUTE,OPENFDA_SUBSTANCE_NAME,OPENFDA_RXCUI,OPENFDA_SPL_ID,OPENFDA_SPL_SET_ID,OPENFDA_PACKAGE_NDC,OPENFDA_UNII,OPENFDA_NUI,OPENFDA_PHARM_CLASS_EPC,OPENFDA_PHARM_CLASS_PE,DISCONTINUED_DATE,RELATED_INFO_LINK,OPENFDA_PHARM_CLASS_CS,CHANGE_DATE,OPENFDA_PHARM_CLASS_MOA,RESOLVED_NOTE
Revised,11/06/2017,0409-7810-22,Dopamine Hydrochloride Injection,844-646-4398,Unavailable,Next Delivery: January 2026; Estimated Recovery: March 2026,10/23/2025,['Cardiovascular'],Injection,"Dopamine Hydrochloride In Dextrose 5% In Plastic Container, Injection, 800 mg/250 mL (3.2 mg/1 mL) (NDC 0409-7810-22)","Hospira, Inc., a Pfizer Company",Other,Current,['NDA018826'],['DOPAMINE HYDROCHLORIDE IN DEXTROSE'],['DOPAMINE HYDROCHLORIDE IN DEXTROSE'],"['Hospira, Inc.']","['0409-7810', '0409-7809']",['HUMAN PRESCRIPTION DRUG'],['INTRAVENOUS'],['DOPAMINE HYDROCHLORIDE'],"['1292887', '1743877', '1743879']",['3b4d4d9d-5e19-420f-a447-1ad8346844d9'],['08f23f6e-150d-45ea-098e-f2edf64c21a1'],"['0409-7809-11', '0409-7809-22', '0409-7809-31', '0409-7809-24', '0409-7810-11', '0409-7810-22']",['7L3E358N9L'],,,,,,,,,
Revised,04/28/2023,0338-0004-02,Sterile Water Irrigant,888-229-0001,Available,,10/22/2025,"['Gastroenterology', 'Other', 'Pediatric']",Irrigant,"Sterile Water, Irrigant, 100 mL/100 mL (NDC 0338-0004-02)",Baxter Healthcare,,Current,['NDA017428'],['STERILE WATER'],['WATER'],['Baxter Healthcare Corporation'],"['0338-0004', '0338-0003']",['HUMAN PRESCRIPTION DRUG'],['IRRIGATION'],['WATER'],['150985'],['43dc7530-ed0a-4976-af2a-0d39a2532fb7'],['ef3e79c5-3f58-4b36-a296-64b7d9a651c1'],"['0338-0003-44', '0338-0003-46', '0338-0003-47', '0338-0004-02', '0338-0004-03', '0338-0004-04', '0338-0004-05']",['059QF0KO0R'],,,,,,,,,
Reverified,04/28/2023,0990-7139-09,Sterile Water Irrigant,1-866-829-9025 or ProductAvailability@icumed.com,Limited Availability,"Allocated to Contracted Customers Only. Estimated Recovery: TBD. This product is distributed by ICU Medical. For questions regarding this product, please contact ICU Medical.",11/05/2025,"['Gastroenterology', 'Other', 'Pediatric']",Irrigant,"Sterile Water In Plastic Container, Irrigant, 1 mL/1 mL (NDC 0990-7139-09)",Otsuka ICU Medical LLC,Other,Current,['NDA017513'],['STERILE WATER'],['WATER'],['ICU Medical Inc.'],"['0990-7139', '0990-6139', '0990-7973']",['HUMAN PRESCRIPTION DRUG'],['IRRIGATION'],['WATER'],['150985'],['514c37b1-817a-4dae-a2de-3d938ea76e4e'],['e3484bc6-ed7f-43ef-9d49-c131a8dff2dd'],"['0990-6139-22', '0990-6139-03', '0990-7139-09', '0990-7139-36', '0990-7973-05', '0990-7973-07', '0990-7973-08']",['059QF0KO0R'],,,,,https://www.fda.gov/media/182619/download?attachment,,,,
New,10/27/2025,0310-6627-02,Pramlintide Acetate Injection,800-236-9933,,Discontinuation of the manufacture of the drug.,10/27/2025,['Endocrinology/Metabolism'],Injection,"SymlinPen® 120 , Injection, 1000 ug/1 mL (NDC 0310-6627-02)",AstraZeneca AB,,To Be Discontinued,['NDA021332'],['SYMLINPEN'],['PRAMLINTIDE ACETATE'],['AstraZeneca Pharmaceuticals LP'],"['0310-6627', '0310-6615']",['HUMAN PRESCRIPTION DRUG'],['SUBCUTANEOUS'],['PRAMLINTIDE ACETATE'],"['861042', '861043', '861044', '861045']",['a84753f1-6ac5-4a47-a382-29972938ccaa'],['4aea30ff-eb0d-45c1-b114-3127966328ff'],"['0310-6615-02', '0310-6627-02']",['726I6TE06G'],,,,10/27/2025,,,,,
Revised,02/20/2018,55150-164-02,Lidocaine Hydrochloride Injection,888-238-7880,Available,Check wholesalers for inventory,10/17/2025,['Anesthesia'],Injection,"Lidocaine Hydrochloride, Injection, 20 mg/mL (NDC 55150-164-02)",Eugia US LLC,,Current,['ANDA203082'],['LIDOCAINE HYDROCHLORIDE'],['LIDOCAINE HYDROCHLORIDE'],['Eugia US LLC'],"['55150-164', '55150-161', '55150-162', '55150-163', '55150-165']",['HUMAN PRESCRIPTION DRUG'],"['EPIDURAL', 'INFILTRATION', 'INTRACAUDAL', 'PERINEURAL']",['LIDOCAINE HYDROCHLORIDE'],"['1737562', '1737566', '1737568', '1737757', '1737761']","['9916b09d-a116-469d-92d5-60e50ea9782b', '9b60bc92-6093-49f9-a6ba-075104ff7bb5']","['9916b09d-a116-469d-92d5-60e50ea9782b', '89701fac-7536-4f16-87fb-f4cc121e74ee']","['55150-161-09', '55150-162-09', '55150-163-00', '55150-164-09', '55150-165-09', '55150-161-02', '55150-162-05', '55150-163-30', '55150-164-02', '55150-165-05']",['V13007Z41A'],,,,,,,,,
Revised,02/08/2019,55150-305-10,Dexamethasone Sodium Phosphate Injection,888-238-7880,Unavailable,On backorder. Recovery: TBD. Check wholesalers for inventory,10/17/2025,"['Dermatology', 'Endocrinology/Metabolism', 'Gastroenterology', 'Hematology', 'Neurology', 'Oncology', 'Ophthalmology', 'Other', 'Pulmonary/Allergy', 'Rheumatology']",Injection,"Dexamethasone Sodium Phosphate, Injection, 100 mg/10 mL (NDC 55150-305-10)",Eugia US LLC,Demand increase for the drug,Current,['ANDA210967'],['DEXAMETHASONE SODIUM PHOSPHATE'],['DEXAMETHASONE SODIUM PHOSPHATE'],['Eugia US LLC'],['55150-305'],['HUMAN PRESCRIPTION DRUG'],"['INTRAMUSCULAR', 'INTRAVENOUS']",['DEXAMETHASONE SODIUM PHOSPHATE'],['309696'],['46f657ae-77ec-4eca-a1eb-df540d94eded'],['224c34c9-cadc-40cb-a9b7-a9772fd0208e'],"['55150-305-01', '55150-305-10']",['AI9376Y64P'],,,,,,,,,
New,06/13/2025,57844-140-56,Phentermine Hydrochloride Tablet,800-545-8800,,,06/13/2025,['Other'],Tablet,"Adipex-P, Tablet, 37.5 mg (NDC 57844-140-56)","Teva Pharmaceuticals USA, Inc.",,To Be Discontinued,,,,,,,,,,,,,,,,,06/13/2025,,,,,
Revised,02/22/2012,0409-4278-01,Lidocaine Hydrochloride Injection,844-646-4398,Available,,11/07/2025,"['Anesthesia', 'Pediatric']",Injection,"Lidocaine Hydrochloride, Injection, 250 mg/50 mL (0.5%; 5 mg/mL) (NDC 0409-4278-01)","Hospira, Inc., a Pfizer Company",,Current,['ANDA088328'],['LIDOCAINE HYDROCHLORIDE'],['LIDOCAINE HYDROCHLORIDE'],"['Hospira, Inc.']","['0409-4278', '0409-4713', '0409-4279', '0409-4776', '0409-4282', '0409-4277', '0409-4276', '0409-4275']",['HUMAN PRESCRIPTION DRUG'],"['INFILTRATION', 'INTRAVENOUS']",['LIDOCAINE HYDROCHLORIDE'],"['1010033', '1010671', '1010900', '1737343', '1737562', '1737566', '1737568', '1737636', '1737757', '1737763']",['d0322a93-069a-453f-89eb-e5d5559ed075'],['3b2dd84e-cee8-4e58-d494-395a65a353a0'],"['0409-4713-12', '0409-4713-26', '0409-4713-02', '0409-4713-72', '0409-4713-62', '0409-4713-75', '0409-4713-65', '0409-4713-42', '0409-4713-25', '0409-4713-32', '0409-4278-16', '0409-4278-01', '0409-4279-16', '0409-4279-02', '0409-4776-10', '0409-4776-01', '0409-4282-11', '0409-4282-25', '0409-4282-01', '0409-4282-12', '0409-4282-02', '0409-4277-16', '0409-4277-01', '0409-4277-17', '0409-4277-02', '0409-4276-16', '0409-4276-01', '0409-4276-17', '0409-4276-02', '0409-4275-16', '0409-4275-01']",['V13007Z41A'],,,,,,,,,
Reverified,10/14/2016,63323-483-27,"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",888-386-1300,Available,Check wholesalers for inventory,11/05/2025,"['Anesthesia', 'Pediatric']",Injection,"Xylocaine, Injection, .01 mg/1 mL; 20 mg/1 mL (NDC 63323-483-27)","Fresenius Kabi USA, LLC",,Current,['NDA006488'],['XYLOCAINE'],"['LIDOCAINE HYDROCHLORIDE,EPINEPHRINE BITARTRATE']","['Fresenius Kabi USA, LLC']","['63323-483', '63323-492', '63323-491', '63323-495', '63323-485', '63323-486', '63323-484', '63323-489', '63323-488', '63323-481', '63323-482', '63323-487']",['HUMAN PRESCRIPTION DRUG'],"['INFILTRATION', 'PERINEURAL']","['EPINEPHRINE BITARTRATE', 'LIDOCAINE HYDROCHLORIDE ANHYDROUS']","['1010033', '1010035', '1010671', '1010673', '1010688', '1010692', '1010745', '1010749', '1010751', '1010755', '1010759', '1010763', '1010900', '1010902', '1737343', '1737345', '1737562', '1737563', '1737566', '1737567', '1737568', '1737569', '1737570', '1737571', '1737757', '1737758', '1737761', '1737762', '1867938', '1867940', '1867943', '1867944', '1867992', '1867993', '1867996', '1867997', '1868028', '1868029']",['ea480a68-5927-4278-9deb-2956961da428'],['ba082c2f-64f4-419d-9c88-74f203316e17'],"['63323-492-04', '63323-492-27', '63323-492-09', '63323-492-57', '63323-492-07', '63323-492-37', '63323-492-03', '63323-492-31', '63323-491-01', '63323-491-57', '63323-495-09', '63323-495-27', '63323-495-04', '63323-495-07', '63323-485-01', '63323-485-27', '63323-485-03', '63323-485-57', '63323-486-01', '63323-486-17', '63323-486-02', '63323-486-27', '63323-486-05', '63323-486-57', '63323-484-57', '63323-489-02', '63323-489-27', '63323-489-03', '63323-489-21', '63323-489-01', '63323-489-17', '63323-488-07', '63323-488-37', '63323-488-03', '63323-488-31', '63323-488-01', '63323-488-17', '63323-481-01', '63323-481-57', '63323-483-03', '63323-483-27', '63323-483-01', '63323-483-57', '63323-482-01', '63323-482-17', '63323-482-03', '63323-482-27', '63323-482-05', '63323-482-57', '63323-487-01', '63323-487-17', '63323-487-07', '63323-487-37', '63323-487-03', '63323-487-31']","['EC2CNF7XFP', '30Q7KI53AK']",,,,,,,,,
New,02/07/2025,65862-117-01,Benazepril Hydrochloride Tablet,866-850-2876,,,02/07/2025,['Cardiovascular'],Tablet,"Benazepril Hydrochloride, Tablet, 20 mg (NDC 65862-117-01)",Aurobindo Pharma USA,,To Be Discontinued,['ANDA078212'],['BENAZEPRIL HYDROCHLORIDE'],['BENAZEPRIL HYDROCHLORIDE'],['Aurobindo Pharma Limited'],"['65862-117', '65862-116', '65862-118']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['BENAZEPRIL HYDROCHLORIDE'],"['898687', '898690', '898719']",['65334c7f-e49f-44d9-a6c1-6c1ce6e88fbe'],['09e383a8-e912-4cf7-8fb3-05545af80dd0'],"['65862-116-90', '65862-116-01', '65862-117-90', '65862-117-01', '65862-118-90', '65862-118-01']",['N1SN99T69T'],,,,02/07/2025,,,,,
New,09/09/2025,0409-6535-01,Vancomycin Hydrochloride Injection,844-646-4398,,Discontinuation of the manufacture of the drug,09/09/2025,['Anti-Infective'],Injection,"Vancomycin Hydrochloride, Injection, 1 g Single Dose ADD-Vantage® Glass Vial (NDC 0409-6535-01)","Hospira, Inc., a Pfizer Company",,To Be Discontinued,['ANDA062933'],['VANCOMYCIN HYDROCHLORIDE'],['VANCOMYCIN HYDROCHLORIDE'],"['Hospira, Inc.']","['0409-6535', '0409-6531', '0409-6534']",['HUMAN PRESCRIPTION DRUG'],['INTRAVENOUS'],['VANCOMYCIN HYDROCHLORIDE'],"['1807513', '1807516', '1807518']",['771a44e0-5858-449c-be36-438a9ff52e67'],['2fd9de3f-a95f-451c-a687-d2e1306e53bf'],"['0409-6531-11', '0409-6531-01', '0409-6535-11', '0409-6535-01', '0409-6534-11', '0409-6534-01']",['71WO621TJD'],,,,09/09/2025,,,,,
New,06/04/2025,0003-3638-10,Atazanavir Sulfate Oral Powder,1-800-332-2056; for Medical Inquiries (1-800-321-1335),,Permanent discontinuation,06/04/2025,['Antiviral'],Oral Powder,"Reyataz, Oral Powder, 50 mg (NDC 0003-3638-10)",Bristol Myers Squibb Co.,,To Be Discontinued,['NDA206352'],['REYATAZ'],['ATAZANAVIR'],"['E.R. Squibb & Sons, L.L.C.']","['0003-3638', '0003-3624', '0003-3631', '0003-3622']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['ATAZANAVIR SULFATE'],"['402093', '402094', '402246', '402247', '664741', '664743', '1598985', '1598989']",['510c2d51-4943-401c-a008-ea22f61c6938'],['165cff62-b284-4a27-a65d-9ec8a5bfcdd8'],"['0003-3624-12', '0003-3631-12', '0003-3622-12', '0003-3638-10']",['4MT4VIE29P'],,,,06/04/2025,,,,,
Revised,12/08/2023,0121-0950-03,Lidocaine Hydrochloride Solution,800-845-8210,,,08/29/2025,['Anesthesia'],Solution,"Lidocaine Hydrochloride Viscous, Solution, 20 mg/1 mL (NDC 0121-0950-03)",PAI Pharma,,Resolved,['ANDA218138'],['LIDOCAINE HYDROCHLORIDE'],['LIDOCAINE HYDROCHLORIDE'],"['PAI Holdings, LLC dba PAI Pharma']","['0121-0950', '0121-4950']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['LIDOCAINE HYDROCHLORIDE'],['1010739'],['8bd8bb07-066a-4c8c-ac5b-76f746318a49'],['d5e23ede-957c-4a32-b1c6-268acb773c31'],"['0121-0950-03', '0121-4950-15', '0121-4950-40']",['V13007Z41A'],,,,,,,08/29/2025,,Available
Reverified,02/14/2022,0409-7100-02,Dextrose Monohydrate 5% Injection,844-646-4398,Available,,10/23/2025,"['Endocrinology/Metabolism', 'Gastroenterology', 'Other', 'Pediatric']",Injection,"Dextrose 5% In Plastic Container, Injection, 12.5 g/250mL (5%) (NDC 0409-7100-02)","Hospira, Inc., a Pfizer Company",,Current,['NDA019466'],['DEXTROSE'],['DEXTROSE MONOHYDRATE'],"['Hospira, Inc.']",['0409-7100'],['HUMAN PRESCRIPTION DRUG'],['INTRAVENOUS'],['DEXTROSE MONOHYDRATE'],"['1795609', '1795610', '1795616']",['477c216c-7446-473a-892d-918faf1dc877'],['10e98cb0-31a5-4ad1-3eaa-aa4af387a42d'],"['0409-7100-68', '0409-7100-66', '0409-7100-69', '0409-7100-67', '0409-7100-04', '0409-7100-02']",['LX22YL083G'],,,,,,,,,
New,07/23/2025,0832-5322-10,"Potassium Chloride Tablet, Extended Release",763-315-2000,,Discontinuation of the manufacture of the drug product,07/23/2025,"['Endocrinology/Metabolism', 'Gastroenterology']",Tablet,"Potassium Chloride, Tablet, Extended Release, 600 mg (NDC 0832-5322-10)","Upsher-Smith Laboratories, LLC",,To Be Discontinued,['NDA019123'],['POTASSIUM CHLORIDE'],['POTASSIUM CHLORIDE'],"['Upsher-Smith Laboratories, LLC']","['0832-5322', '0832-5323']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['POTASSIUM CHLORIDE'],"['312529', '628953']",['39e726b1-eab8-fcf4-e063-6394a90a950a'],['616f0de7-8843-44a1-8fa6-274d889286aa'],"['0832-5322-11', '0832-5322-10', '0832-5323-11', '0832-5323-10']",['660YQ98I10'],,,,07/23/2025,,,,,
Revised,07/14/2023,57664-048-88,Lisdexamfetamine Dimesylate Capsule,800-818-4555,Limited Availability,Additional supply anticipated in Q4 2025 followed by early 2026,10/21/2025,['Psychiatry'],Capsule,"Lisdexamfetamine Dimesylate, Capsule, 30 mg (NDC 57664-048-88)","Sun Pharmaceutical Industries, Inc.",Shortage of an active ingredient,Current,['ANDA214484'],['LISDEXAMFETAMINE DIMESYLATE'],['LISDEXAMFETAMINE DIMESYLATE'],"['Sun Pharmaceutical Industries, Inc.']","['57664-048', '57664-047', '57664-046', '57664-049', '57664-050', '57664-051', '57664-052', '57664-083', '57664-084', '57664-085', '57664-086', '57664-087', '57664-088']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['LISDEXAMFETAMINE DIMESYLATE'],"['854830', '854834', '854838', '854842', '854846', '854850', '1593856', '1871456', '1871460', '1871462', '1871464', '1871466', '1871468']",['0b77417a-5789-8818-e063-6294a90ad2e3'],['da3148af-f9b6-4725-adae-3595b4c7dc4b'],"['57664-047-88', '57664-046-88', '57664-048-88', '57664-049-88', '57664-050-88', '57664-051-88', '57664-052-88', '57664-083-88', '57664-084-88', '57664-085-88', '57664-086-88', '57664-087-88', '57664-088-88']",['SJT761GEGS'],,,,,,,,,
New,07/29/2025,61570-072-01,Esterified Estrogens Tablet,800-533-4535,,Discontinuation of the manufacture of the drug,07/29/2025,['Endocrinology/Metabolism'],Tablet,"Menest, Tablet, .3 mg (NDC 61570-072-01)",Pfizer Inc.,,To Be Discontinued,['ANDA084951'],['MENEST'],['ESTERIFIED ESTROGENS'],['Pfizer Laboratories Div Pfizer Inc'],"['61570-072', '61570-073', '61570-074', '61570-075']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],"['ESTROGENS, ESTERIFIED']","['197666', '197667', '197668', '197669', '212039', '212232', '212373', '212464']",['78aaf71c-8f0d-47c4-9fcf-f5e7e9b84bfb'],['e0141598-0bb2-4cf0-c9b8-6867b34bbb17'],"['61570-072-01', '61570-073-01', '61570-074-01', '61570-075-50']",['3ASP8Q3768'],,,,07/29/2025,,,,,
Reverified,02/20/2018,0409-1559-10,Bupivacaine Hydrochloride Injection,844-646-4398,Available,,10/23/2025,['Anesthesia'],Injection,"Marcaine, Injection, Marcaine 25 mg/10 mL (2.5 mg/mL) (NDC 0409-1559-10)","Hospira, Inc., a Pfizer Company",,Current,['NDA016964'],['MARCAINE'],['BUPIVACAINE HYDROCHLORIDE'],"['Hospira, Inc.']","['0409-1559', '0409-1560', '0409-1582', '0409-1587', '0409-1610', '0409-1746', '0409-1749', '0409-1752', '0409-1755', '0409-2510', '0409-7535', '0409-1250', '0409-5010', '0409-1530', '0409-0525', '0409-7510', '0409-2253']",['HUMAN PRESCRIPTION DRUG'],"['EPIDURAL', 'INFILTRATION', 'INTRACAUDAL', 'PERINEURAL']",['BUPIVACAINE HYDROCHLORIDE'],"['1012377', '1012381', '1012384', '1012388', '1012396', '1012400', '1012404', '1012406', '1672917', '1672919', '1673242', '1673243', '1724786', '1724787', '1724794', '1724796', '1724880', '1724884', '1725044', '1725046', '1725078', '1725079', '1725082', '1725083', '1867594', '1867596', '1867612', '1867614']",['b00b78c3-c70d-49b9-a381-6a1496f74153'],['67578b56-7540-487e-1fba-481255620e78'],"['0409-1559-18', '0409-1559-10', '0409-1559-19', '0409-1559-30', '0409-1560-18', '0409-1560-10', '0409-1560-19', '0409-1560-29', '0409-1582-18', '0409-1582-10', '0409-1582-19', '0409-1582-29', '0409-1587-50', '0409-1610-50', '0409-1746-70', '0409-1746-10', '0409-1746-71', '0409-1746-30', '0409-1749-70', '0409-1749-10', '0409-1749-71', '0409-1749-29', '0409-1752-50', '0409-1755-50', '0409-2510-01', '0409-2510-25', '0409-7535-01', '0409-7535-25', '0409-1250-01', '0409-1250-25', '0409-5010-01', '0409-5010-25', '0409-1530-01', '0409-1530-25', '0409-0525-01', '0409-0525-25', '0409-7510-01', '0409-7510-25', '0409-2253-01', '0409-2253-25']","['7TQO7W3VT8', '30Q7KI53AK']",,,,,,,,,
Revised,02/20/2018,55150-168-30,Bupivacaine Hydrochloride Injection,888-238-7880,Available,Check wholesalers for inventory,10/17/2025,['Anesthesia'],Injection,"Bupivacaine Hydrochloride, Injection, 2.5 mg/1 mL (NDC 55150-168-30)",Eugia US LLC,,Current,['ANDA203895'],['BUPIVACAINE HYDROCHLORIDE'],['BUPIVACAINE HYDROCHLORIDE'],['Eugia US LLC'],"['55150-168', '55150-167', '55150-169', '55150-170', '55150-171', '55150-172', '55150-249', '55150-250']",['HUMAN PRESCRIPTION DRUG'],"['EPIDURAL', 'INFILTRATION', 'INTRACAUDAL']",['BUPIVACAINE HYDROCHLORIDE'],"['1012396', '1012404', '1724786', '1724787', '1724880', '1724884', '1725078', '1725082']",['39649703-e633-4a20-ba71-0c04dbf8ff2a'],['ffecf450-1f01-4721-8e10-251385852612'],"['55150-167-10', '55150-168-30', '55150-169-10', '55150-170-30', '55150-171-10', '55150-172-30', '55150-249-50', '55150-250-50']",['7TQO7W3VT8'],,,,,,,,,
Revised,11/21/2023,0641-0928-25,Promethazine Hydrochloride Injection,800-631-2174,Unavailable,This presentation is temporarily on backorder.  Recovery expected in the November - December 2025 timeframe,10/24/2025,"['Analgesia/Addiction', 'Gastroenterology', 'Pediatric', 'Pulmonary/Allergy']",Injection,"Promethazine Hydrochloride, Injection, 25 mg/1 mL (NDC 0641-0928-25)","Hikma Pharmaceuticals USA, Inc.",Other,Current,['ANDA083312'],['PROMETHAZINE HYDROCHLORIDE'],['PROMETHAZINE HYDROCHLORIDE'],['Hikma Pharmaceuticals USA Inc.'],"['0641-0928', '0641-0929']",['HUMAN PRESCRIPTION DRUG'],"['INTRAMUSCULAR', 'INTRAVENOUS']",['PROMETHAZINE HYDROCHLORIDE'],"['992460', '992858']",['9f14d3f5-ad01-44b5-a2b7-16ed5f501f87'],['4bf3912c-8339-401e-9711-dad6acf15f11'],"['0641-0928-21', '0641-0928-25', '0641-0929-21', '0641-0929-25']",['R61ZEH7I1I'],,,,,,,,,
Revised,11/01/2023,60505-4739-1,Lisdexamfetamine Dimesylate Capsule,800-706-5575,Available,Product currently available,11/05/2025,['Psychiatry'],Capsule,"Lisdexamfetamine Dimesylate, Capsule, 10 mg (NDC 60505-4739-1)",Apotex Corp.,,Current,['ANDA216944'],['LISDEXAMFETAMINE DIMESYLATE'],['LISDEXAMFETAMINE DIMESYLATE'],['Apotex Corp.'],"['60505-4739', '60505-4740', '60505-4741', '60505-4742', '60505-4743', '60505-4744', '60505-4745']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['LISDEXAMFETAMINE DIMESYLATE'],"['854830', '854834', '854838', '854842', '854846', '854850', '1593856']",['7a3783a0-bb54-a95b-99f4-9d3aa9788649'],['ecad4442-a644-18e3-6ff2-fdbac45eec47'],"['60505-4739-1', '60505-4740-1', '60505-4741-1', '60505-4742-1', '60505-4743-1', '60505-4744-1', '60505-4745-1']",['SJT761GEGS'],,,,,,,,,
Reverified,02/14/2022,0338-0017-41,Dextrose Monohydrate 5% Injection,888-229-0001,Available,,10/22/2025,"['Endocrinology/Metabolism', 'Gastroenterology', 'Other', 'Pediatric']",Injection,"Dextrose 5% In Plastic Container, Injection, 50 g/1000 mL (NDC 0338-0017-41)",Baxter Healthcare,,Current,['NDA016673'],['DEXTROSE'],['DEXTROSE MONOHYDRATE'],['Baxter Healthcare Corporation'],"['0338-0017', '0338-0023']",['HUMAN PRESCRIPTION DRUG'],['INTRAVENOUS'],['DEXTROSE MONOHYDRATE'],"['1795477', '1795480', '1795481', '1795607', '1795609', '1795610', '1795612', '1795616', '1795618']",['31bb4a5f-733e-4354-9fbf-138dede4db0f'],['3bb406a9-f5cb-403a-b1bb-5c4facbea3d5'],"['0338-0017-10', '0338-0017-41', '0338-0017-11', '0338-0017-31', '0338-0017-48', '0338-0017-18', '0338-0017-38', '0338-0017-02', '0338-0017-03', '0338-0017-04', '0338-0023-02', '0338-0023-03', '0338-0023-04']",['LX22YL083G'],,,,,,,,,
Reverified,01/19/2023,65862-618-90,Quinapril Hydrochloride Tablet,866-850-2876,Unavailable,Discontinuation of the manufacture of the drug,10/15/2025,['Cardiovascular'],Tablet,"Quinapril Hydrochloride, Tablet, 10 mg (NDC 65862-618-90)",Aurobindo Pharma USA,Discontinuation of the manufacture of the drug,Current,['ANDA202725'],['QUINAPRIL'],['QUINAPRIL HYDROCHLORIDE'],['Aurobindo Pharma Limited'],"['65862-618', '65862-617', '65862-619', '65862-620']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['QUINAPRIL HYDROCHLORIDE'],"['312748', '312749', '312750', '314203']",['5263abd5-ce46-4918-9bb0-9632861bcbc9'],['93e6e668-5306-4f26-81d8-cbc3a7a5e787'],"['65862-617-30', '65862-617-90', '65862-617-99', '65862-617-55', '65862-617-10', '65862-617-78', '65862-618-30', '65862-618-90', '65862-618-99', '65862-618-55', '65862-618-10', '65862-618-78', '65862-619-30', '65862-619-90', '65862-619-99', '65862-619-19', '65862-619-10', '65862-619-78', '65862-620-30', '65862-620-90', '65862-620-99', '65862-620-39', '65862-620-10', '65862-620-78']",['33067B3N2M'],,,,,,,,,
Reverified,07/26/2023,50458-587-01,"Methylphenidate Hydrochloride Tablet, Extended Release",800-JANSSEN (1-800-526-7736) Monday through Friday from 9:00 AM to 8:00 PM ET,Available,,11/04/2025,['Psychiatry'],Tablet,"Concerta, Tablet, Extended Release, 54 mg (NDC 50458-587-01)",Janssen Pharmaceuticals,,Current,['NDA021121'],['CONCERTA'],['METHYLPHENIDATE HYDROCHLORIDE'],"['Janssen Pharmaceuticals, Inc.']","['50458-587', '50458-585', '50458-588', '50458-586']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['METHYLPHENIDATE HYDROCHLORIDE'],,['4035a366-ebde-a1aa-e063-6294a90af4c4'],['1a88218c-5b18-4220-8f56-526de1a276cd'],"['50458-585-01', '50458-588-01', '50458-586-01', '50458-587-01']",['4B3SC438HI'],,,,,,,,,
Revised,08/23/2024,66259-937-16,Indocyanine Green Injection,800-624-4422,,,08/26/2025,"['Medical Imaging', 'Ophthalmology', 'Other']",Injection,"Spy Agent Green Kit, Injection, 25 mg (NDC 66259-937-16)",Novadaq Technologies,,Resolved,,,,,,,,,,,,,,,,,,,,08/26/2025,,Available
New,11/21/2024,0173-0906-13,Daprodustat Tablet,888-825-5249,,Discontinuing for Business Reasons.,11/21/2024,['Hematology'],Tablet,"Jesduvroq, Tablet, 4 mg (NDC 0173-0906-13)",GlaxoSmithKline,,To Be Discontinued,['NDA216951'],['JESDUVROQ'],['DAPRODUSTAT'],['GlaxoSmithKline LLC'],"['0173-0906', '0173-0897', '0173-0903', '0173-0911', '0173-0914']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['DAPRODUSTAT'],"['2628215', '2628221', '2628223', '2628225', '2628227', '2628229', '2628231', '2628233', '2628235', '2628237']",['d52a823a-35bd-4c6a-a016-4b4f21a43d7d'],['d82aa06e-5a33-4844-99b7-4701313455a4'],"['0173-0897-13', '0173-0897-56', '0173-0903-13', '0173-0903-56', '0173-0906-13', '0173-0906-56', '0173-0911-13', '0173-0911-56', '0173-0914-13', '0173-0914-56']",['JVR38ZM64B'],"['N0000194080', 'N0000194079']",['Hypoxia-inducible Factor Prolyl Hydroxylase Inhibitor [EPC]'],,11/21/2024,,,,['Hypoxia-Inducible Factor Prolyl Hydroxylase Inhibitors [MoA]'],
